s_no,artist,title,art_movement,museum_venue,country_of_origin,has_text,primary_medium,medium,work_size,date,representation,representation_semi,kinetic,map,map2,spatial_dimension,spatial_dimension2,pl,si,va,te,co,or,sh,reflection,po,li,ar,notes
68,Barbara Kasten,Untitled 13,conceptual,Tate,1,FALSE,photography,"photo, gelatin silver print on paper",41 x 51 cm,1979,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1,0,0,4,0,TRUE,0,5,3,"objects & prints layered, partial photogram, uses relative sizes, light box outline & darker outlines, semi-translucent, multiple orientations "
164,Cindy Sherman,Untitled Film Still #48,conceptual,Tate,1,FALSE,photography,"photo, photograph, gelatin silver print on paper",71 x 96 cm,1979,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,1,1,1,0,0,4,FALSE,0,0,5,"figure on empty road w/ suitcase, b & w, space & emptiness, photographs fictitious characters in scenarios - here resembling moments in a film, solitary"
191,Andy Warhol,"Shadows, detail",pop art,Dia also Tate,1,FALSE,painting,"painting, silkscreen & acrylic on canvas",193 x 132 cm each of 102 paintings - room size install,1979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,2,2,0,4,FALSE,0,0,5,"repetition of image w/ variation across the 102 paintings, 2 shadow images, silkscreen w/ paint, here detail view of 4 shadow paintings, hard to tell what this is"
331,Jake Berthot,Third House for Edgar Hofschen #3,,MoMA,1,FALSE,drawing,"drawing, ink & pencil on paper",35 x 56 cm,1979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,2,3,0,0,4,FALSE,0,5,5,"hand-drawn scribbled marks, thin layers of wash, quality of ink drawing line, searching shaky drawn line in different directions over washy ground, hard to define"
182,Luc Tuymans,Untitled (The Barge),conceptual,MoMA also Tate,12,FALSE,painting,"painting, watercolor on paper",33 x 22 cm,1979,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,3,0,2,4,FALSE,0,3,5,"washy paint, solid edges, predominant white circle, hard to tell what this is, uses washed out color & simplified shapes"
19,Jonathan Borofsky,"Man with Briefcase at 2,756,805",postmod,Tate,1,TRUE,drawing,"drawing, ink on paper",30 x 21 cm,1980,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,3,0,0,0,5,FALSE,0,0,5,"silhouette of man carrying briefcase w/ number on it, placed off-center w/in empty space - stark, unmoored - ambiguous. What is this about? The exact outline of the flat dark shape on the empty ground is vital to creating uncertainty, make the shape more understandable and the piece would change in feel."
102,Joan Mitchell,Sides of a River II,abstraction,Tate,1,FALSE,print,"print, lithograph on paper",101 x 75 cm,1981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,1,1,2,1,4,FALSE,0,5,0,"markmaking, agitated lines some angular, predominantly in 2 colors, black at bottom & at top suspended"
341,Paul Sharits,Spasmatic Pain I (Boulder Community Hospital),,MoMA,1,FALSE,drawing,"drawing, felt-tip pen on paper",72 x 51 cm,1981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0,0,3,2,5,FALSE,3,5,0,"overlapping zig-zag lines largely going across the drawing paper, confusing space, quality of marks, particular colors, what are these lines, are they drawn left handed, are some of them very scrawled signatures?"
154,Felix Rozen,[no title] ,,Tate,4,TRUE,print,"print, screenprint on paper",34 x 60 cm,1981,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,1,0,0,3,4,FALSE,5,5,0,"notation & seriality along thin strips, repetition & different lines, sense of movement, related to language & alphabets & music composition, multiple lines of notations"
37,LeМ_n Ferrari,Toilet ,postminimal,Tate,10,FALSE,print,"print, blueprint on paper",100 x 100 cm,1982,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,2,1,1,0,0,4,FALSE,5,5,0,"puzzling plan of multiple, repeated, letraset icons, labyrinthine, complex, map, spaces, multiple recurring details, hard to tell what it is"
287,Roman Signer ,Box,,MoMA,26,FALSE,photography,"photo, still of super 8mm film transferred to video (color, silent)",2 min video,1982,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,0,0,0,0,3,3,FALSE,0,5,5,"filmed performances w/ homemade erratic objects, often falling over, uncertain as to outcome, experiments - uncertainty less the still photo here as much as the whole of the video - in this enclosed box going over edge of waterfall & his whole project (which includes homemade rockets, catapults, staged explosion events - transformation of materials thro' time, humor)"
147,Rita Donagh,Long Meadow,,Tate,9,TRUE,painting,"painting, oil on canvas",152 x 152 cm,1982,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,0,4,4,0,4,4,FALSE,0,5,5,"thin semi-transparent washes of paint, outlines of letters, upper layer of space w/ depth going down & back, lightly drawn multiple layers, H block prison blocks, weight of 'H's floating on atmosphere"
329,George Maciunas,Same Card Flux Deck,fluxus,MoMA,1,TRUE,sculpture,"sculpture, plastic box with offset label, containing 52 identical cards",8 x 9 x 3 cm,1983,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,4,FALSE,0,0,5,"repetition of cards, impossible to find in a deck, know that there aren't identical cards in a pack"
14,Jyoti Bhatt,Baroda ,modernism,Tate,22,FALSE,photography,"photo, gelatin silver print on paper",24 x 61 cm,1983,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,4,0,0,1,2,FALSE,0,0,5,"2 images, angled light, strong contrast making it hard to read, quality of tones, repetition & difference"
217,Prabhakar Barwe,Silent Observer,,"ArtNet.com also National Gallery of Modern Art, 22",22,FALSE,painting,"painting, enamel on canvas",91 x 107 cm,1983,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,2,0,0,0,4,FALSE,0,3,5,"composition, color in select areas, empty spaces, relative sizes, evocative placing of flattened objects"
330,Jan Tarasin,Beach,,MoMA,8,FALSE,print,"print, screenprint",35 x 50 cm,1983,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,1,0,4,FALSE,5,5,5,"multiple small, overlayered shapes, repetition, 2 colors, interesting way that 2 different kinds of imagery (symbols & representational) are overlaid in linear repetition"
120,Roland Penrose,House the Light-house ,surrealism,Tate,9,FALSE,painting,"painting, gouache, graphite, ink & postcards on paper",59 x 84 cm,1983,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,1,0,2,4,FALSE,0,0,5,"collage, composition of different shapes, textures, images, surreal effect"
256,Rosemarie Trockel,Untitled,conceptual,MoMA,5,FALSE,painting,"painting, acrylic emulsion paint on paper",17 x 19 cm,1984,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,3,1,0,4,FALSE,0,3,5,"volumetric object in relation to figure, hard to understand, are feet on the ground / jumping / off ladder - paint handling adds to the effect too"
328,Joseph Beuys,I Like 1 and 1 Likes Me,,Tate also MoMA,5,FALSE,photography,"photo, still image of 3 day performance",3 days,1984,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,0,0,0,0,0,3,FALSE,0,0,5,"threat of combination of coyote & human, 3 days performance in room w/ coyote"
193,Boyd Webb,First Principles,conceptual,Tate,32,FALSE,photography,"photo, photograph, color, Cibachrome print, on paper mounted onto board",149 x 121 cm,1984,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,0,1,0,2,4,FALSE,3,3,5,"collage of objects of different sizes, displacementедМЭе» & a lack of context, hard to tell what this is"
327,Not Vital,Untitled,,MoMA,26,FALSE,painting,"painting, synthetic polymer paint and oil stick on paper",192 x 153 cm,1984,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,4,0,0,4,FALSE,0,5,5,"half abstract, half representational, markmaking, sparseness of objects, different handling of paint, hard to tell what objects are"
126,Steven Pippin,Bath Tub Converted into a Pin-Hole Camera ,,Tate,9,FALSE,photography,"photo, 21 photographs, black & white, on paper on board",65 x 116 cm,1984,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,2,0,0,4,4,FALSE,0,5,5,"multiple sheets of light sensitive paper, made w/ bathtub converted to pinhole camera, exploring optics, inventions making cameras, magic of machines, resulting image is hard to comprehend where things are in space"
196,Richard Wentworth,"35еЎ9,32еЎ18",conceptual,Tate,9,FALSE,sculpture,"sculpture, steel & aluminium",413 x 113 x 127 cm,1985,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,3,0,5,3,FALSE,0,5,0,"ladder seemingly made out of material, reflection on wall made of cable - bending, alters everyday objects so that they look strange / here steel ladder & 2nd cable ladder"
403,Peter Fischli David Weiss ,ZEIT DIE ZUR VERFМПGUNG STEHT,,Sprueth Magers,1,FALSE,photography,"photo, color photograph",40 x 30 cm,1986,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,4,1,FALSE,0,3,5,"balance, collage of objects, precarious, sense that plastic bottle will scrunch up, tape will roll down"
21,Boyd and Evans,The Wall ,representation,Tate,9,FALSE,painting,"painting, acrylic on canvas",91 x 137 cm,1986,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,1,0,0,1,4,FALSE,0,0,5,"hyper-realist, telling story but difficult to understand, certain mood, sense of waiting, figure with back to viewer gazing into deep space, expanse of wall on right"
257,GМ_nther Uecker,Sturz,ZERO,Axel Vervoordt Gallery also MoMA,5,FALSE,painting,"painting, nails & acrylic paint on canvas over a wooden panel",200 x 155 cm,1987,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,2,4,0,1,3,FALSE,3,5,5,"nails in wood, acrylic paint smears, handling of dark paint, handmarks & use of nails in swirling pattern, panel appears to be in 2 halves"
28,Dennis Creffield,Norwich from the East End: High Summer ,representation,Tate,9,FALSE,drawing,"drawing, charcoal on paper",102 x 93 cm,1987,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,4,4,0,2,1,FALSE,0,5,5,"standing up or falling, lines don't join together much to create shapes, overlapping, gestural markmaking"
313,Al Taylor,Untitled,,MoMA,1,FALSE,sculpture,"sculpture, wooden broomsticks w/ enamel paint mounted on formica laminate",152 x 89 x 56 cm,1988,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,1,3,0,4,3,FALSE,0,5,0,"suspension, use of paint to change look of object, can't quite work out what this wrapped item is or how handle holds up, complex, folded up lines"
322,Gego (Gertrud Goldschmidt),"Ledge II, no. 88/37",,MoMA,5,FALSE,sculpture,"sculpture, steel, lead & plastic",200 x 40 x 40 cm,1988,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,3,3,3,0,4,4,FALSE,0,5,0,"suspended, combination of materials, varied quality of lines, dense wire activity, description of almost architectural shape, plastic tubes connecting each of the 4 areas"
320,"Tim Rollins, K.O.S. (Kids of Survival) ",VIII from The Temptation of Saint Antony I-XIV,,MoMA,1,TRUE,print,"print, one from a portfolio of 14 aquatints on xerograph with chine collМОе©",21 x 14 cm,1989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,2,4,0,2,3,FALSE,5,5,5,"overlapping, abstract & text combined, K.O.S. is a group, fyi. Interesting use of texture over text - poured opposite way - to give unsettling effect"
326,Georg Herold ,Earthquake Piece,,MoMA,5,FALSE,photography,"photo, photolithograph",48 x 70 cm,1989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,0,0,0,4,FALSE,0,0,5,"repetition of partial images of forehead frown lines in grid format, different shapes, selection of foreheads only, interesting cut-off images in repeated format, not quite uncertain but interesting idea for uncertainty"
40,Helen Frankenthaler,Mirabelle ,abstraction,Tate,1,FALSE,print,"print, lithograph on paper",123 x 73 cm,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,2,0,2,4,FALSE,0,3,5,"suggestion of anti-gravity, hard to define what it is, textural, suspended shape not fully opaque"
315,John Cage,River Rock and Smoke 4/13/90 #5,conceptual,MoMA,1,FALSE,painting,"painting, soot & watercolor on paper",133 x 38 cm,1990,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,4,4,0,0,2,FALSE,0,0,5,"called 'River Rock and Smoke', materials are soot & watercolor, empty space, placement of shape of rock at bottom of vertical seen against vaporous, light marks; here chance operations are performed by smoke settling in the fibers of the paper to imprint swirling structures - demonstrates the interaction of the 4 elements: earth, air, fire, & water. use of chance & systems in his work"
317,David Rabinowitch,Helleboros,,MoMA,3,FALSE,drawing,"drawing, charcoal & crayon on paper",203 x 229 cm,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,4,4,0,0,0,FALSE,0,5,0,"repetition & incompleteness, floating repeated varying lines, sense of handmade, uneven edges, varying weights, thick charcoal & thin crayon markmaking"
318,Gerhard Richter ,24.4.90,conceptual,MoMA,5,FALSE,drawing,"drawing, pencil on paper",21 x 30 cm,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,4,5,0,2,2,FALSE,3,5,5,"illusion, possible folds in paper / erasure lines, shadows, varied line orientation, hard to tell the space, lines over the points, different systems"
59,Rebecca Horn ,Concert for Anarchy,postmod,Tate,5,FALSE,installation,"installation, piano, hydraulic rams & compressor",grand piano,1990,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,2,0,1,0,4,4,FALSE,0,5,5,"movement: suspending heavy piano from ceiling, repeated sound cycle of lid opening & keys fanning out"
144,Gerhard Richter,Abstract Painting (726),,Tate,5,FALSE,painting,"painting, oil on canvas",251 x 351 x 4 cm,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1,5,0,0,3,FALSE,0,5,5,"smeared paint across canvas, spatial effects, illusive, depth, complex, what is this"
200,Alison Wilding,Untitled ,conceptual,Tate,9,FALSE,drawing,"drawing, charcoal & crayon on paper",37 x 54 cm,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,4,4,0,1,4,FALSE,3,5,3,"repetition of verticals, markmaking, smudges, empty space, repeated marks, what is the shape"
87,Brice Marden,"Cold Mountain Series, Zen Study 6",minimalism,Tate,1,FALSE,print,"print, etching & aquatint on paper",53 x 69 cm,1991,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,2,0,2,5,FALSE,0,5,0,"exploratory, spare line, quality of mark made by hand, hesitancy"
314,Hannah Wilke ,Hername,,MoMA,1,TRUE,print,"print, sixteen etchings on one sheet",93 x 67 cm,1991,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,4,0,0,0,0,FALSE,3,5,0,"self-description using text, words like ""epiphany,"" ""chance"" & ""thank you"" which include the letters ""h,"" ""a"" & ""n."" She stacked 6 copies of each phrase, shifting them left & right, capitalizing the key letters so each vertical block spells ""HANNAH"". From distance this capitalization reads as a darker vertical line crossing at different points & each block reads as an arrow. Small size of letters in relation to paper & value are quiet but maybe not uncertainty though"
143,Gerhard Richter,"Self Portrait Standing, Three Times, 17.3.1991",,Tate,5,FALSE,painting,"painting, 6 photographs, gelatin silver print on paper with oil paint",Each (x 6) 50 x 56 cm,1991,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,3,0,0,4,FALSE,0,0,5,"repetition of 6 photos w/ different amounts of paint across, partly seeing-through - seriality & increasing cover of paint, try to see the studio/artist but hard to tell - covering up"
117,Cornelia Parker,Cold Dark Matter: An Exploded View ,conceptual,Tate,9,FALSE,installation,"installation, wood, metal, plastic, ceramic, paper, textile & wire",400 x 500 x 500 cm,1991,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,2,0,0,2,4,FALSE,0,5,5,"parts from blown up shed suspended and lit to create shadows, what occurred? what are the elements?"
312,Glenn Ligon,Study for Black Like Me. #2,,MoMA,1,TRUE,painting,"painting, oilstick on paper",81 x 38 cm,1992,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,4,5,0,0,1,FALSE,3,5,5,"overlapping text, smudging paint, black all-capital oil-stick stenciled letters, repeated text, maybe slightly closer towards the bottom, definitely much darker, smudged ground & hard to read text"
319,Philip-Lorca diCorcia,"William Charles Everlove; 26 years old; Stockholm, Sweden via Arizona; $40",,MoMA,1,FALSE,photography,"photo, chromogenic color print",60 x 89 cm,1992,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,2,0,2,0,4,TRUE,0,0,5,"theatrically constructed photos, storytelling, unstable meaning, hard to tell if person is inside or out (reflection), call into question normal relationship of appearance to truth in photography"
281,Tom Friedman,Untitled,conceptual,Luhring Augustine also  MoMA,1,FALSE,photography,photo,89 x 64 cm,1993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,4,3,FALSE,0,0,5,"upside down, but feels like the figure will fall, power of orientation"
310,David Ireland,"Untitled from A variation on 79, side to side passes on a dumball, dedicated to the memory of John Cage 1912-1992",conceptual,MoMA,1,FALSE,print,"print, one from a portfolio of five etching & drypoints",37 x 90 cm,1993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,4,3,0,4,4,FALSE,0,5,0,"overlaying wandering thin lines on top of straight music line paper, smudgedness, difference between thinness of lines & sense of result of physical process, presume this used chance, rolling of dumball, what is this, what does it record, how is it in places so light & fluid if created with heavy object"
189,Jeff Wall,A Sudden Gust of Wind (after Hokusai) ,conceptual,Tate,3,FALSE,photography,"photo, transparency on lightbox",250 x 397 x 34 cm,1993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,2,0,0,0,1,2,FALSE,3,3,5,"blown paper indicates wind, moving figures & paper, magic of paper blowing, depth of landscape, what's going on, effect of wind - staged, transparency on lightbox"
309,Raoul De Keyser,Forcalquier A1,,MoMA,12,FALSE,painting,"painting, watercolor on paper",30 x 21 cm,1993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,5,5,1,0,1,FALSE,0,5,5,"thin, washes simple 3 line format, not straight lines, spare, subtle confounding abstractions, economical means, overpainting lines, washy texture of paint"
333,Nam June Paik,Untitled,fluxus,MoMA,1,TRUE,sculpture,"sculpture, player piano, 15 televisions, 2 cameras, 2 laser disc players, 1 electric light & light bulb, & wires",254 x 267 x 122 cm,1993,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,1,0,1,1,3,4,FALSE,0,0,5,"multiple monitors on top of - self-playing - player piano, moving images, balancing, moving videos, screens piled on top of each other, different ways up, video of closeups of the self-playing piano"
122,Vong Phaophanit,Neon Rice Field,conceptual,Tate ,29,FALSE,installation,"installation, rice & neon tubes",1500 x 500 cm,1993,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,4,3,0,0,2,FALSE,0,5,5,"material is rice which creates a degree of uncertainty, with rice as neat undulating waves, neon tubes creating lines"
199,Rachel Whiteread,House,conceptual,Tate,9,FALSE,installation,"installation, concrete",house size,1993,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,2,3,0,0,4,FALSE,0,0,5,"public space, cast inside of house & removed the walls - strange effect, house you can't enter, inside walls shown on outside"
67,Linda Karshan,Untitled ,abstraction,art-3gallery.com (has work in Tate),1,FALSE,drawing,"drawing, charcoal on paper",76 x 56 cm,1994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,2,0,1,5,FALSE,0,5,0,"markmaking, searching quality, overlayered, variations on similar shape"
387,Jeff Koons,Balloon Dog,supports/surfaces,Jeff Koons website,1,FALSE,sculpture,"sculpture, mirror-polished stainless steel w/ transparent color coating",307 x 363 x 114 cm,1994,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,4,0,4,0,0,4,FALSE,0,0,5,"steel made to resemble a balloon, play of balloon - light object - with steel and heaviness, huge size of sculpture, uncertain what weight this is / what it is made from"
296,Mark Lombardi,Freeport,,MoMA,1,TRUE,drawing,"drawing, ballpoint pen & pencil on notebook paper",28 x 36 cm,1994,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,0,4,5,FALSE,0,5,3,"words & symbols together, markmaking, diagram in all directions, arrows, erasure, different paths & use of erasure"
307,James Turrell ,Frontal Passage,,MoMA,1,FALSE,installation,"installation, light",392 x 686 x 1036 cm,1994,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,5,5,0,0,1,FALSE,0,0,5,"use of colored light, can't work out physical depth of space, can't see what is making the light, only the effect that it gives: light is given a physical presence"
308,Joan Waltemath ,Untitled,,MoMA,1,TRUE,drawing,"drawing, pencil & colored pencil on diazotype",107 x 122 cm,1994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,4,1,0,1,1,FALSE,3,5,5,"slim grid, off center, select rectangles, creating spatial effect, restrained selection, seeming notations / measurements around outer edge, spatial depth & complexity from different values, shapes, placements"
88,Agnes Martin,Untitled #10,minimalism,Tate,1,FALSE,painting,"painting, acrylic paint & graphite on canvas",152 x 152 cm,1995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,5,2,1,1,1,FALSE,0,5,5,"light, small brushmarks, very diluted paint, repetition, creating subtly moving surface, nuances of tonal variation, susceptible to light conditions: surface changing"
171,Daniel Spoerri ,"La table du Clown Bar, Paris,",assemblage,artnet.com also Tate,26,FALSE,sculpture,"sculpture, mixed media",100 x 55 x 107 cm,1996,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,5,2,FALSE,0,0,5,"assemblage, table w/ objects tipped on side, wrote ""Anecdoted Topography of Chance""; this piece uses orientation, objects should fall off"
135,Fiona Rae,Untitled (emergency room),abstraction,Tate,9,FALSE,painting,"painting, oil & acrylic on canvas",213 x 198 x 4 cm,1996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,0,4,0,4,1,FALSE,3,3,5,"overlayering of patterns, smudging, interdeterminate space, different sizes, mix of shapes & sqiggley ground partly overlapping"
111,Chris Ofili,Afrodizzia,conceptual,Saatchi also Tate,9,TRUE,painting,"painting, oil, paper collage, glitter, polyester resin, map pins & elephant dung on linen",244 x 183 cm,1996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,0,3,0,3,4,FALSE,5,5,5,"parallel curved lines around dozens of cut-out photos of Miles Davis, Diana Ross, James Brown, Cassius Clay etc, different sizes, repetition, morphing spaces, patterning. Painting leans against wall on elephant dung. Complex."
201,Terry Winters,Parallel Rendering 2,,Tate,1,FALSE,painting,"painting, oil & alkyd resin on canvas",244 x 320 cm,1997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4,2,2,1,3,4,FALSE,0,5,0,"overlaying criss-crossed textured lines, depth, lines on top of each other at angles, mesh, systems & space"
299,Jill Baroff,Blackbird,,MoMA,1,TRUE,drawing,"drawing, graphite on cut-and-pasted 27ese paper on paper",50 x 72 cm,1997,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,2,2,2,0,3,1,FALSE,0,5,5,"overlapping papers, arrows in different directions, marks, emptiness of center"
300,John Baldessari ,Goya Series: And,,MoMA,1,TRUE,painting,"painting, ink jet & synthetic polymer paint on canvas",191 x 152 cm,1997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,1,1,0,0,4,FALSE,5,5,5,"combination of word & image, with space around them, mottled surface - conceptual leaps; title taken from Goya's Disasters of War"
9,Uta Barth,Field #20,conceptual,Tate,5,FALSE,photography,"photo, digital print w/ acrylic on canvas",346 x 416 cm,1997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,5,0,0,1,FALSE,0,0,5,"v pixelated, very, very large photo; texture:pixelation. Uncertainty in the lack of clarity of the image, the photo is huge and the out of focus pixellation is dominant. The street lamps are eaten into because of the pixellation, overall it has a fairly consistent value (not starkly b & w), value & pixellation changes the sense of space. If this was a crisp, focused photo, it would feel very different"
302,Markus LМ_pertz,"Untitled (Landschaft, abstrakt)",,MoMA,5,FALSE,drawing,"drawing, gouache & oil stick on paper",36 x 50 cm,1997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,4,4,1,3,4,FALSE,0,5,5,"overlaying of 2 colors & systems, handdrawn marks, general sense of uncertainty in his work, in markmaking"
29,Tacita Dean,The Roaring Forties: Seven Boards in Seven Days,conceptual,Tate,9,TRUE,drawing,"drawing, chalk on blackboard",14 boards each 244 x 244 cm,1997,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,4,0,1,4,FALSE,0,5,3,"words, arrows, images, chalk texture, white on black, traces, erasure"
206,Catherine Yass,Stage,conceptual,Tate,9,FALSE,print,"print, screenprint on paper",89 x 74 cm,1997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,3,3,5,2,0,FALSE,3,5,5,"looking up, strange color effects, not totally representational"
263,Sarah Sze,Untitled,,Tanya Bonakdar Gallery and MoMA,1,FALSE,installation,"installation, mixed media","room size, dimensions variable",1998,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,0,0,0,2,1,FALSE,5,5,3,"objects on a ceiling, sense of suspension, how are objects staying on ceiling, objects small & carefully aligned to make patterns, pathways, architecture, describe parts of larger scenes; overall delicate, dispersed"
298,Eve Aschheim,Stretch,,MoMA,1,FALSE,drawing,"drawing, gesso, crayon & pencil on synthetic polymer sheet",31 x 23 cm,1998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,4,2,0,4,0,FALSE,0,5,0,"semi transparent, parallel lines in groups overlaid in different directions creating spatial effect"
108,Avis Newman,Meridians VIII ,abstraction,Tate,9,FALSE,painting,"painting, acrylic paint & chalk on canvas",254 x 254 x 7 cm,1998,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,3,5,0,2,2,FALSE,0,5,5,"in and out of focus; fuzzy, cloud-like field overlaid with sharper b&w lines scratched into surface, take away the texture out of focus dimension and the uncertainty of what this piece is and especially what the depth is would shift significantly"
7,Fiona Banner,Break Point ,conceptual,Tate,9,TRUE,painting,"painting, marker pen, acrylic on canvas",274 x 427 x 6 cm,1998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,3,1,2,0,0,0,FALSE,0,5,0,"ambiguity to do with reading text: placement of rows & of letters placed closer tog. further down, overlapping, textural handmade quality. Uncertainty occurs where the letters run over each other and the lines get denser the further down you go, to a point of being unable to read the words"
54,Anthony Hernandez,Rome #17,representation,Tate,1,FALSE,photography,photo on paper,100 x 99 cm,1999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,0,1,0,4,3,FALSE,0,5,5,"what is it? view up an elevator shaft in an unfinished building, repetition"
187,Didier Vermeiren,Solide plastique #4,conceptual,xavierhufkens.com and also Tate,12,FALSE,sculpture,"sculpture, porcelain, enamel & wood",24 x 63 x 54 cm,1999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,0,3,1,1,4,FALSE,0,3,5,"3 distinct materials, porcelain, enamel & wood, semi-abstract, hard to tell what this is"
16,Rut Blees Luxemburg,Viewing the Open,conceptual,Tate,5,FALSE,photography,"photo, paper mounted onto aluminium",150 x 242 cm,1999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,4,2,4,0,1,FALSE,0,0,5,"depiction of empty space at night w/ eerie, odd light & color"
